"VarName","TimeString","VarValue","Validity","Time_ms"
"PIT-06","6/3/2019 8:22:16 AM",4.868345,1,43619348798.8889
"FIT-01","6/3/2019 8:22:21 AM",31.73611,1,43619348856.794
"FIT-02","6/3/2019 8:22:21 AM",27.11048,1,43619348856.794
"FIT-03","6/3/2019 8:22:21 AM",4.83871,1,43619348856.794
"PIT-02","6/3/2019 8:22:21 AM",3.140553,1,43619348856.794
"PIT-03","6/3/2019 8:22:21 AM",7.107205,1,43619348856.794
"PIT-05","6/3/2019 8:22:21 AM",1.361762,1,43619348856.794
"PIT-06","6/3/2019 8:22:21 AM",4.881004,1,43619348856.794
"FIT-01","6/3/2019 8:22:26 AM",31.75347,1,43619348914.6875
"FIT-02","6/3/2019 8:22:26 AM",27.11048,1,43619348914.6875
"FIT-03","6/3/2019 8:22:26 AM",4.880694,1,43619348914.6875
"PIT-02","6/3/2019 8:22:26 AM",3.185402,1,43619348914.6875
"PIT-03","6/3/2019 8:22:26 AM",7.138853,1,43619348914.6875
"PIT-05","6/3/2019 8:22:26 AM",1.400825,1,43619348914.6875
"PIT-06","6/3/2019 8:22:26 AM",4.922598,1,43619348914.6875
"FIT-01","6/3/2019 8:22:31 AM",31.7419,1,43619348972.5694
"FIT-02","6/3/2019 8:22:31 AM",26.9179,1,43619348972.5694
"FIT-03","6/3/2019 8:22:31 AM",4.87013,1,43619348972.5694
"PIT-02","6/3/2019 8:22:31 AM",3.165509,1,43619348972.5694
"PIT-03","6/3/2019 8:22:31 AM",7.071036,1,43619348972.5694
"PIT-05","6/3/2019 8:22:31 AM",1.287977,1,43619348972.5694
