TimeString,AIT-031,AIT-031-T,AIT-032,DPT-035,FIT-044,FT-043,P-008-PV,PT-020,PT-021,PT-022,PT-023
2020-07-03 19:58:38.388968,2.6,72.6,83.8,24.1,0.0,6.6,48.0,0.6,180.0,0.0,154.5
2020-07-03 19:58:38.991195,2.6,72.6,83.8,24.0,0.0,6.6,48.0,0.6,180.1,0.1,154.5
2020-07-03 19:58:39.614183,2.6,72.6,83.9,24.0,0.0,6.6,48.0,0.6,180.2,0.0,154.8
2020-07-03 19:58:40.511141,2.6,72.6,83.8,23.9,0.0,6.6,48.0,0.6,180.1,0.0,154.8
2020-07-03 19:58:41.029781,2.6,72.6,84.0,23.9,0.0,6.6,48.0,0.6,180.3,0.1,154.9
2020-07-03 19:58:41.691534,2.6,72.6,83.9,90.2,4.0,6.3,48.0,0.1,177.7,0.0,58.4
2020-07-03 19:58:42.330964,2.6,72.6,84.1,90.2,9.3,6.3,48.0,6553.2,168.0,0.0,29.8
2020-07-03 19:58:42.952209,2.6,72.6,83.4,90.2,11.5,6.3,48.0,6552.7,160.7,0.1,25.3
2020-07-03 19:58:43.572421,2.6,72.6,83.8,28.6,6.6,6.3,48.0,6552.8,158.7,0.0,120.8
2020-07-03 19:58:44.071013,2.6,72.6,81.9,24.4,4.0,6.3,48.0,6553.1,161.4,0.1,135.2
2020-07-03 19:58:44.589725,2.6,72.5,82.1,23.8,2.3,6.3,48.0,6553.2,164.5,0.1,139.4
2020-07-03 19:58:45.209108,2.6,72.5,82.1,23.9,1.3,8.7,48.0,6553.4,167.2,0.1,142.1
2020-07-03 19:58:45.829029,2.6,72.5,82.1,24.1,0.7,8.7,48.0,6553.5,169.7,0.0,144.3
2020-07-03 19:58:46.570673,2.6,72.5,82.1,24.2,0.0,8.7,48.0,0.0,171.8,0.0,146.1
2020-07-03 19:58:47.389308,2.6,72.5,82.0,24.4,0.0,8.7,48.0,0.1,174.0,0.1,148.3
2020-07-03 19:58:48.330229,2.6,72.5,82.0,24.4,0.0,8.7,48.0,0.3,175.8,0.0,150.0
2020-07-03 19:58:48.790153,2.6,72.5,82.0,24.5,0.0,8.7,48.0,0.3,176.3,0.1,150.8
2020-07-03 19:58:49.189452,2.6,72.5,82.0,24.5,0.0,8.7,48.0,0.4,177.0,0.0,151.2
2020-07-03 19:58:49.803344,2.6,72.5,82.0,24.4,0.0,7.4,48.0,0.5,177.8,0.0,151.9
2020-07-03 19:58:50.730245,2.6,72.5,81.6,24.4,0.0,7.4,48.0,0.5,178.4,0.0,152.7
2020-07-03 19:58:51.470061,2.6,72.5,81.7,24.3,0.0,7.4,48.0,0.5,178.8,0.1,153.2
2020-07-03 19:58:52.689300,2.6,72.6,81.9,24.3,0.0,7.4,48.0,0.5,179.5,0.1,153.8
2020-07-03 19:58:53.315335,2.6,72.6,81.8,24.3,0.0,7.4,48.0,0.5,179.6,0.1,153.9
2020-07-03 19:58:53.910952,2.6,72.6,81.9,24.1,0.0,7.4,48.0,0.6,179.8,0.1,154.1
2020-07-03 19:58:54.330349,2.6,72.6,81.8,24.1,0.0,6.5,48.0,0.6,179.8,0.0,154.3
2020-07-03 19:58:54.771318,2.6,72.6,81.9,24.1,0.0,6.5,48.0,0.6,179.9,0.0,154.4
2020-07-03 19:58:55.212554,2.6,72.6,81.8,24.1,0.0,6.5,48.0,0.6,180.0,0.0,154.6
2020-07-03 19:58:55.809281,2.6,72.6,81.9,24.0,0.0,6.5,48.0,0.6,180.0,0.0,154.6
2020-07-03 19:58:56.391181,2.6,72.6,81.8,24.0,0.0,6.5,48.0,0.6,180.2,0.0,154.8
2020-07-03 19:58:56.889333,2.6,72.6,81.9,23.9,0.0,6.5,48.0,0.6,180.3,0.0,154.9
2020-07-03 19:58:57.348670,2.6,72.6,81.8,23.9,0.0,6.5,48.0,0.6,180.3,0.0,154.9
2020-07-03 19:58:57.851282,2.6,72.8,83.8,41.0,0.0,6.5,48.0,0.6,180.2,0.0,155.0
2020-07-03 19:58:58.271286,2.6,72.6,81.7,90.2,5.5,6.5,48.0,0.0,176.6,0.1,48.2
2020-07-03 19:58:58.850199,2.6,72.6,81.8,90.2,9.6,6.5,48.0,6553.0,167.0,0.1,29.1
2020-07-03 19:58:59.349493,2.6,72.6,81.8,90.2,11.4,6.6,48.0,6552.7,160.2,0.0,25.2
2020-07-03 19:58:59.830954,2.6,72.6,81.6,35.8,8.4,6.6,48.0,6552.8,158.7,0.0,87.0
2020-07-03 19:59:00.250807,2.6,72.6,85.4,26.5,5.7,6.6,48.0,6552.9,160.4,0.0,131.7
2020-07-03 19:59:00.730580,2.6,72.5,85.5,24.1,3.4,6.6,48.0,6553.1,161.9,0.1,135.7
2020-07-03 19:59:01.510442,2.6,72.5,85.4,23.8,1.6,6.6,48.0,6553.3,166.4,0.1,141.1
2020-07-03 19:59:02.181917,2.6,72.5,85.4,24.0,0.9,6.6,48.0,6553.5,168.9,0.0,143.4
2020-07-03 19:59:02.789610,2.6,72.5,85.5,24.1,0.4,8.8,48.0,0.0,171.0,0.1,145.3
2020-07-03 19:59:03.211222,2.6,72.5,85.5,24.2,0.0,8.8,48.0,0.0,172.0,0.0,147.0
2020-07-03 19:59:03.989257,2.6,72.5,85.2,24.3,0.0,8.8,48.0,0.1,173.6,0.0,148.4
2020-07-03 19:59:04.674470,2.6,72.5,85.5,24.4,0.0,8.8,48.0,0.3,175.5,0.1,149.5
2020-07-03 19:59:05.152268,2.6,72.5,85.4,24.4,0.0,8.8,48.0,0.3,176.3,0.1,150.5
2020-07-03 19:59:05.869513,2.6,72.5,85.5,24.5,0.0,8.8,48.0,0.4,177.1,0.1,151.2
2020-07-03 19:59:06.571449,2.6,72.5,85.8,24.4,0.0,8.8,48.0,0.4,177.9,0.0,152.3
2020-07-03 19:59:06.992049,2.6,72.5,85.8,24.5,0.0,8.8,48.0,0.5,178.3,0.1,152.4
2020-07-03 19:59:07.672738,2.6,72.5,85.8,24.5,0.0,7.1,48.0,0.4,178.6,0.0,152.8
2020-07-03 19:59:08.350986,2.6,72.5,85.8,24.3,0.0,7.1,48.0,0.5,179.0,0.1,153.2
2020-07-03 19:59:08.910844,2.6,72.6,85.8,24.3,0.0,7.1,48.0,0.5,179.3,0.1,153.4
2020-07-03 19:59:09.652484,2.6,72.6,85.8,24.3,0.0,7.1,48.0,0.6,179.5,0.0,154.0
2020-07-03 19:59:10.371619,2.6,72.6,85.8,24.1,0.0,7.1,48.0,0.5,179.7,0.1,154.1
2020-07-03 19:59:11.090223,2.6,72.6,85.8,24.1,0.0,7.1,48.0,0.5,179.8,0.0,154.4
2020-07-03 19:59:11.893465,2.6,72.6,85.8,24.1,0.0,7.1,48.0,0.6,180.1,0.0,154.6
2020-07-03 19:59:12.691228,2.6,72.6,85.8,24.0,0.0,6.4,48.0,0.6,180.2,0.1,154.7
2020-07-03 19:59:13.239872,2.6,72.6,85.7,24.0,0.0,6.4,48.0,0.6,180.1,0.1,154.8
2020-07-03 19:59:14.029409,2.6,72.6,85.9,23.9,0.0,6.4,48.0,0.6,180.3,0.0,155.0
2020-07-03 19:59:14.750506,2.6,72.6,85.8,90.2,3.7,6.4,48.0,0.1,180.3,0.0,152.6
2020-07-03 19:59:15.649716,2.6,72.6,85.8,90.2,10.5,6.4,48.0,6553.0,162.5,0.1,26.0
2020-07-03 19:59:16.250549,2.6,72.6,85.6,42.2,9.4,6.4,48.0,6552.7,158.6,0.0,102.5
2020-07-03 19:59:17.292608,2.6,72.5,85.8,24.0,3.5,7.2,48.0,6553.0,162.3,0.1,136.4
2020-07-03 19:59:17.911123,2.6,72.5,85.8,23.8,1.8,7.2,48.0,6553.3,165.3,0.1,140.1
2020-07-03 19:59:18.510070,2.6,72.5,85.8,24.0,1.0,7.2,48.0,6553.5,168.0,0.0,142.6
2020-07-03 19:59:19.029265,2.6,72.5,85.8,24.1,0.6,7.2,48.0,0.0,170.2,0.1,144.7
2020-07-03 19:59:19.450416,2.6,72.5,85.9,24.2,0.0,7.2,48.0,0.0,171.2,0.1,146.0
2020-07-03 19:59:20.028668,2.6,72.5,85.8,24.3,0.0,7.2,48.0,0.1,172.9,0.0,147.1
2020-07-03 19:59:20.650426,2.6,72.5,85.9,24.3,0.0,8.4,48.0,0.2,174.4,0.0,149.1
2020-07-03 19:59:21.293070,2.6,72.5,85.8,24.4,0.0,8.4,48.0,0.3,175.5,0.0,149.5
2020-07-03 19:59:21.731749,2.6,72.5,85.8,24.4,0.0,8.4,48.0,0.3,176.4,0.1,150.5
2020-07-03 19:59:22.310481,2.6,72.5,85.7,24.5,0.0,8.4,48.0,0.4,177.2,0.0,151.3
2020-07-03 19:59:22.870607,2.6,72.5,85.8,24.4,0.0,8.4,48.0,0.4,177.6,0.1,152.0
2020-07-03 19:59:23.430205,2.6,72.5,85.9,24.4,0.0,8.4,48.0,0.4,178.1,0.1,152.4
2020-07-03 19:59:23.950513,2.6,72.5,85.8,24.3,0.0,8.4,48.0,0.5,178.5,0.0,152.8
2020-07-03 19:59:24.630828,2.6,72.5,86.0,24.3,0.0,8.4,48.0,0.5,178.9,0.1,153.2
2020-07-03 19:59:25.110408,2.6,72.7,85.8,24.3,0.0,6.8,48.0,0.6,179.1,0.1,153.3
2020-07-03 19:59:25.551557,2.6,72.7,85.9,24.3,0.0,6.8,48.0,0.6,179.4,0.1,153.8
2020-07-03 19:59:26.189188,2.6,72.7,86.0,24.2,0.0,6.8,48.0,0.5,179.5,0.0,154.0
2020-07-03 19:59:26.729410,2.6,72.6,86.0,24.2,0.0,6.8,48.0,0.6,179.7,0.0,154.2
2020-07-03 19:59:27.270275,2.6,72.7,85.9,24.2,0.0,6.8,48.0,0.6,179.8,0.0,154.2
2020-07-03 19:59:27.730107,2.6,72.6,85.8,24.1,0.0,6.8,48.0,0.6,179.8,0.1,154.3
2020-07-03 19:59:28.210570,2.6,72.7,86.0,24.1,0.0,6.8,48.0,0.6,180.0,0.0,154.5
2020-07-03 19:59:28.729579,2.6,72.7,86.0,24.1,0.0,6.8,48.0,0.6,180.0,0.1,154.6
2020-07-03 19:59:29.209885,2.6,72.6,86.0,24.0,0.0,6.8,48.0,0.6,180.1,0.0,154.7
2020-07-03 19:59:29.889078,2.6,72.6,86.0,24.0,0.0,6.3,48.0,0.6,180.1,0.0,154.7
2020-07-03 19:59:30.449820,2.6,72.7,86.3,23.8,0.0,6.3,48.0,0.6,180.3,0.1,154.9
2020-07-03 19:59:31.051153,2.6,72.7,86.3,90.2,0.5,6.3,48.0,0.2,179.5,0.0,124.3
2020-07-03 19:59:31.690493,2.6,72.7,86.2,90.2,8.2,6.3,48.0,6553.3,169.8,0.1,31.8
2020-07-03 19:59:32.296573,2.6,72.7,86.2,90.2,11.2,6.3,48.0,6552.8,162.1,0.1,25.6
2020-07-03 19:59:33.089550,2.6,72.5,86.3,29.4,7.0,6.3,48.0,6552.8,159.2,0.1,113.1
2020-07-03 19:59:33.891955,2.6,72.5,86.3,24.1,3.6,7.9,48.0,6553.1,162.4,0.0,137.1
2020-07-03 19:59:34.310046,2.6,72.5,86.3,23.9,2.0,7.9,48.0,6553.2,165.3,0.0,140.4
2020-07-03 19:59:35.029608,2.6,72.5,86.2,24.0,1.1,7.9,48.0,6553.5,168.1,0.1,142.9
2020-07-03 19:59:35.630934,2.6,72.5,86.2,24.2,0.6,7.9,48.0,0.0,170.3,0.1,145.0
2020-07-03 19:59:36.109664,2.6,72.5,86.2,24.2,0.0,7.9,48.0,0.0,172.2,0.0,146.7
2020-07-03 19:59:36.790305,2.6,72.5,86.4,24.4,0.0,7.9,48.0,0.1,173.8,0.0,148.2
2020-07-03 19:59:37.390248,2.6,72.5,86.2,24.4,0.0,7.9,48.0,0.2,175.1,0.0,149.3
2020-07-03 19:59:37.849287,2.6,72.5,86.4,24.4,0.0,7.9,48.0,0.3,175.6,0.1,149.8
2020-07-03 19:59:38.409570,2.6,72.5,86.1,24.5,0.0,7.9,48.0,0.4,176.5,0.1,150.6
2020-07-03 19:59:39.029638,2.6,72.5,86.0,24.4,0.0,7.9,48.0,0.4,177.2,0.1,151.4
2020-07-03 19:59:39.609339,2.6,72.5,86.0,24.4,0.0,7.9,48.0,0.4,177.9,0.0,152.1
2020-07-03 19:59:40.249709,2.6,72.5,85.8,24.4,0.0,7.9,48.0,0.5,178.3,0.1,152.5
2020-07-03 19:59:42.729006,2.6,72.6,85.9,24.3,0.0,6.6,48.0,0.5,179.6,0.0,154.0
2020-07-03 19:59:43.309594,2.6,72.6,85.8,24.2,0.0,6.6,48.0,0.6,179.8,0.1,154.2
2020-07-03 19:59:43.930046,2.6,72.6,85.9,24.1,0.0,6.6,48.0,0.6,179.8,0.1,154.2
2020-07-03 19:59:44.788665,2.6,72.6,85.9,24.1,0.0,6.6,48.0,0.6,180.1,0.0,154.6
2020-07-03 19:59:45.229833,2.6,72.6,85.8,24.1,0.0,6.6,48.0,0.6,180.1,0.0,154.6
2020-07-03 19:59:45.890287,2.6,72.6,85.8,24.0,0.0,6.6,48.0,0.5,180.1,0.0,154.7
2020-07-03 19:59:46.409867,2.6,72.6,85.8,24.0,0.0,6.6,48.0,0.6,180.1,0.0,154.8
2020-07-03 19:59:46.830341,2.6,72.6,85.8,24.0,0.0,6.6,48.0,0.6,180.3,0.1,154.9
2020-07-03 19:59:47.449318,2.6,72.6,85.8,90.2,0.6,6.3,48.0,0.3,179.7,0.1,94.1
2020-07-03 19:59:48.071010,2.6,72.6,85.8,90.2,7.7,6.3,48.0,6553.4,170.0,0.1,32.1
2020-07-03 19:59:48.649762,2.6,72.6,85.9,90.2,10.7,6.3,48.0,6553.0,162.3,0.1,26.4
2020-07-03 19:59:49.052130,2.6,72.6,85.8,74.2,11.3,6.3,48.0,6552.8,159.0,0.1,30.7
2020-07-03 19:59:49.591583,2.6,72.5,85.8,29.0,6.9,6.3,48.0,6552.9,159.2,0.0,113.5
2020-07-03 19:59:50.250612,2.6,72.5,85.8,24.1,3.6,6.3,48.0,6553.1,162.4,0.0,137.1
2020-07-03 19:59:50.811961,2.6,72.5,86.0,23.8,2.1,6.3,48.0,6553.2,165.4,0.0,139.7
2020-07-03 19:59:51.349517,2.6,72.5,85.8,23.9,1.2,8.7,48.0,6553.4,167.8,0.0,141.7
2020-07-03 19:59:52.037485,2.6,72.5,85.9,24.1,0.5,8.7,48.0,0.0,170.2,0.0,145.0
2020-07-03 19:59:52.669871,2.6,72.5,85.8,24.2,0.0,8.7,48.0,0.0,172.1,0.1,146.6
2020-07-03 19:59:53.349738,2.6,72.5,86.0,24.3,0.0,8.7,48.0,0.2,173.8,0.0,148.2
2020-07-03 19:59:54.037344,2.6,72.5,85.8,24.4,0.0,8.7,48.0,0.3,174.9,0.0,149.3
2020-07-03 19:59:54.569946,2.6,72.5,85.8,24.3,0.0,8.7,48.0,0.3,176.1,0.1,150.2
2020-07-03 19:59:55.129890,2.6,72.5,85.8,24.4,0.0,8.7,48.0,0.4,176.8,0.0,151.1
2020-07-03 19:59:55.649306,2.6,72.5,85.7,24.4,0.0,7.4,48.0,0.4,177.5,0.0,151.8
2020-07-03 19:59:56.110726,2.6,72.5,85.9,24.4,0.0,7.4,48.0,0.5,177.8,0.1,152.1
2020-07-03 19:59:56.709109,2.6,72.5,86.0,24.4,0.0,7.4,48.0,0.5,178.4,0.1,152.5
2020-07-03 19:59:57.210318,2.6,72.7,86.0,24.4,0.0,7.4,48.0,0.5,178.6,0.1,153.0
2020-07-03 19:59:57.730249,2.6,72.7,85.9,24.3,0.0,7.4,48.0,0.5,178.9,0.1,153.1
2020-07-03 19:59:58.209771,2.6,72.7,85.9,24.3,0.0,7.4,48.0,0.5,179.1,0.1,153.4
2020-07-03 19:59:58.709766,2.6,72.7,85.9,24.3,0.0,7.4,48.0,0.5,179.4,0.0,153.8
2020-07-03 19:59:59.169038,2.6,72.7,85.8,24.2,0.0,7.4,48.0,0.6,179.5,0.1,153.9
2020-07-03 19:59:59.690259,2.6,72.7,85.8,24.2,0.0,7.4,48.0,0.5,179.7,0.0,154.1
2020-07-03 20:00:00.130630,2.6,72.7,86.0,24.1,0.0,7.4,48.0,0.5,179.8,0.0,154.2
2020-07-03 20:00:00.730016,2.6,72.7,85.9,24.1,0.0,6.5,48.0,0.6,179.9,0.0,154.4
2020-07-03 20:00:01.470844,2.6,72.7,85.8,24.1,0.0,6.5,48.0,0.6,180.0,0.0,154.6
2020-07-03 20:00:02.529233,2.6,72.7,86.3,24.0,0.0,6.5,48.0,0.6,180.2,0.1,154.8
2020-07-03 20:00:03.410485,2.6,72.7,86.0,23.9,0.0,6.5,48.0,0.6,180.3,0.1,154.9
2020-07-03 20:00:04.010658,2.6,72.7,86.1,90.2,0.5,6.5,48.0,0.2,179.9,0.0,155.0
2020-07-03 20:00:04.609824,2.6,72.7,86.1,90.2,7.9,6.5,48.0,6553.3,170.3,0.0,31.3
2020-07-03 20:00:05.209151,2.6,72.7,86.0,90.2,10.7,6.6,48.0,6552.9,162.4,0.1,27.2
2020-07-03 20:00:05.910646,2.6,72.5,85.9,34.7,8.4,6.6,48.0,6552.8,158.5,0.1,114.9
2020-07-03 20:00:06.409477,2.6,72.5,86.1,25.4,5.1,6.6,48.0,6552.9,160.6,0.0,128.9
2020-07-03 20:00:07.670137,2.6,72.5,85.9,23.8,1.8,6.6,48.0,6553.3,165.1,0.1,140.5
2020-07-03 20:00:08.410417,2.6,72.5,86.1,24.0,0.8,6.6,48.0,6553.5,168.9,0.1,143.5
2020-07-03 20:00:09.089951,2.6,72.5,85.9,24.2,0.0,8.8,48.0,0.0,172.1,0.0,145.8
2020-07-03 20:00:09.729409,2.6,72.5,85.9,24.3,0.0,8.8,48.0,0.1,173.7,0.0,148.2
2020-07-03 20:00:10.290570,2.6,72.5,86.3,24.4,0.0,8.8,48.0,0.3,175.0,0.0,149.3
2020-07-03 20:00:10.749340,2.6,72.5,86.2,24.5,0.0,8.8,48.0,0.3,175.5,0.1,149.9
2020-07-03 20:00:11.150472,2.6,72.5,86.0,24.5,0.0,8.8,48.0,0.3,176.4,0.0,150.3
2020-07-03 20:00:11.730706,2.6,72.5,86.3,24.4,0.0,8.8,48.0,0.4,177.0,0.1,151.0
2020-07-03 20:00:12.255246,2.6,72.5,86.2,24.4,0.0,8.8,48.0,0.4,177.6,0.1,151.8
2020-07-03 20:00:12.791145,2.6,72.5,86.2,24.4,0.0,8.8,48.0,0.5,178.2,0.0,152.4
2020-07-03 20:00:13.370249,2.6,72.5,86.1,24.4,0.0,7.1,48.0,0.5,178.5,0.0,152.7
2020-07-03 20:00:13.792270,2.6,72.6,86.3,24.3,0.0,7.1,48.0,0.5,178.6,0.1,153.0
2020-07-03 20:00:14.295303,2.6,72.6,86.1,24.2,0.0,7.1,48.0,0.5,179.0,0.1,153.3
2020-07-03 20:00:14.775551,2.6,72.6,86.1,24.3,0.0,7.1,48.0,0.6,179.1,0.1,153.4
2020-07-03 20:00:15.330114,2.6,72.6,86.2,24.2,0.0,7.1,48.0,0.6,179.5,0.0,153.8
2020-07-03 20:00:15.910081,2.6,72.6,86.1,24.3,0.0,7.1,48.0,0.6,179.5,0.1,154.0
2020-07-03 20:00:16.549890,2.6,72.6,86.2,24.2,0.0,7.1,48.0,0.6,179.9,0.1,154.2
2020-07-03 20:00:17.610159,2.6,72.6,86.3,24.1,0.0,7.1,48.0,0.6,180.0,0.0,154.5
2020-07-03 20:00:18.370085,2.6,72.6,85.9,24.0,0.0,6.4,48.0,0.6,180.1,0.1,154.6
2020-07-03 20:00:18.770697,2.6,72.6,85.9,24.0,0.0,6.4,48.0,0.6,180.1,0.0,154.7
2020-07-03 20:00:19.170591,2.6,72.6,85.9,24.0,0.0,6.4,48.0,0.6,180.2,0.1,154.8
2020-07-03 20:00:19.796206,2.6,72.6,86.0,23.9,0.0,6.4,48.0,0.6,180.3,0.1,154.9
2020-07-03 20:00:20.329262,2.6,72.6,85.9,23.8,0.0,6.4,48.0,0.6,180.3,0.0,155.1
2020-07-03 20:00:20.892878,2.6,72.6,86.0,90.2,5.4,6.4,48.0,0.0,175.5,0.1,37.9
2020-07-03 20:00:21.533199,2.6,72.6,85.8,90.2,10.0,6.4,48.0,6553.1,166.5,0.1,27.4
2020-07-03 20:00:22.130612,2.6,72.6,85.8,70.8,11.1,6.4,48.0,6552.7,159.6,0.0,33.8
2020-07-03 20:00:22.930298,2.6,72.6,85.9,25.8,5.3,7.1,48.0,6552.9,160.5,0.0,128.9
2020-07-03 20:00:23.450550,2.6,72.6,85.8,23.8,2.9,7.1,48.0,6553.2,163.5,0.1,137.2
2020-07-03 20:00:24.070091,2.6,72.6,85.9,23.8,1.7,7.1,48.0,6553.3,166.5,0.0,140.6
2020-07-03 20:00:24.796004,2.6,72.6,85.8,24.0,0.8,7.1,48.0,0.0,168.9,0.0,144.2
2020-07-03 20:00:25.411274,2.6,72.6,85.8,24.2,0.4,7.1,48.0,0.0,171.0,0.0,146.0
2020-07-03 20:00:26.030165,2.6,72.6,85.8,24.3,0.0,7.1,48.0,0.1,172.8,0.0,147.5
2020-07-03 20:00:26.632931,2.6,72.6,85.9,24.4,0.0,8.4,48.0,0.2,174.2,0.1,148.8
2020-07-03 20:00:27.247437,2.6,72.6,85.9,24.4,0.0,8.4,48.0,0.3,175.5,0.1,149.9
2020-07-03 20:00:27.865776,2.6,72.6,86.0,24.4,0.0,8.4,48.0,0.3,176.4,0.1,150.4
2020-07-03 20:00:28.490194,2.6,72.6,85.9,24.4,0.0,8.4,48.0,0.5,177.2,0.1,151.5
2020-07-03 20:00:28.929225,2.6,72.6,86.0,24.5,0.0,8.4,48.0,0.5,177.9,0.1,151.8
2020-07-03 20:00:29.569332,2.6,72.6,86.0,24.4,0.0,8.4,48.0,0.4,178.3,0.0,152.4
2020-07-03 20:00:30.288888,2.6,72.6,85.8,24.3,0.0,8.4,48.0,0.5,178.7,0.0,153.0
2020-07-03 20:00:30.830623,2.6,72.6,86.0,24.3,0.0,6.8,48.0,0.5,179.0,0.1,153.3
2020-07-03 20:00:31.650591,2.6,72.6,86.0,24.3,0.0,6.8,48.0,0.5,179.5,0.0,153.6
2020-07-03 20:00:32.129174,2.6,72.6,85.9,24.2,0.0,6.8,48.0,0.6,179.4,0.1,153.9
2020-07-03 20:00:32.729234,2.6,72.6,85.8,24.2,0.0,6.8,48.0,0.6,179.7,0.0,154.1
2020-07-03 20:00:33.649737,2.6,72.6,86.0,24.0,0.0,6.8,48.0,0.6,179.9,0.1,154.3
2020-07-03 20:00:34.229771,2.6,72.6,86.3,24.1,0.0,6.8,48.0,0.6,180.0,0.0,154.5
2020-07-03 20:00:34.629214,2.6,72.6,86.3,24.1,0.0,6.8,48.0,0.6,180.0,0.1,154.6
2020-07-03 20:00:35.189219,2.6,72.6,86.4,24.0,0.0,6.8,48.0,0.6,180.2,0.0,154.7
2020-07-03 20:00:35.750743,2.6,72.6,86.3,23.9,0.0,6.3,48.0,0.6,180.2,0.0,154.8
2020-07-03 20:00:36.509931,2.6,72.7,86.4,23.8,0.0,6.3,48.0,0.6,180.3,0.1,154.9
2020-07-03 20:00:37.110076,2.6,72.7,86.5,90.2,2.9,6.3,48.0,0.2,180.3,0.0,56.7
2020-07-03 20:00:37.609999,2.6,72.6,86.5,90.2,7.8,6.3,48.0,6553.4,171.2,0.0,35.6
2020-07-03 20:00:38.389654,2.6,72.6,86.3,90.2,11.2,6.3,48.0,6552.8,160.0,0.1,25.3
2020-07-03 20:00:38.909985,2.6,72.6,86.1,34.5,8.3,6.3,48.0,6552.8,158.7,0.1,119.8
2020-07-03 20:00:39.593204,2.6,72.6,86.4,24.6,4.3,6.3,48.0,6553.0,161.8,0.0,135.0
